matrix,nnz,csr5_convert_ms,csr5_spmv_ms,csr5_gflops,csr5_bandwidth,check,status
nsir_A_1.mtx,143249,8.8417,0.0440243,6.50773,66.2786,PASS,ok
tols4000.mtx,8784,13.9665,0.02519,0.697419,8.87987,PASS,ok
qiulp.mtx,4492,2.17021,0.0102249,0.87864,10.1857,PASS,ok
GL7d25.mtx,81671,11.6683,0.0207742,7.86272,80.2436,PASS,ok
dano3mip.mtx,81633,18.7138,0.0205505,7.94463,81.3162,PASS,ok
deter7.mtx,37131,2.43555,0.00994234,7.46927,82.3875,PASS,ok
flowmeter0_B.mtx,24,21.8261,0.0176138,0.00272514,6.61483,PASS,ok
sx-askubuntu_C2Q.mtx,198852,2.24403,0.0164715,24.145,357.517,PASS,ok
cdde1.mtx,4681,31.4862,0.010177,0.919921,10.3328,PASS,ok
IG5-8.mtx,1711,3.66765,0.0147714,0.231664,2.44364,PASS,ok
relat3.mtx,24,2.30848,0.00552074,0.00869449,0.113753,PASS,ok
nemsafm.mtx,2826,3.07632,0.0233788,0.241758,2.58919,PASS,ok
GD01_c.mtx,135,36.3004,0.0100459,0.0268766,0.308583,PASS,ok
dw4096.mtx,41746,20.314,0.0224322,3.72197,41.6022,PASS,ok
plskz362.mtx,880,2.36957,0.0103218,0.170513,2.12638,PASS,ok
eurqsa.mtx,46142,43.3482,0.0305205,3.02367,33.0854,PASS,ok
shl_0.mtx,1687,33.6289,0.031868,0.105874,1.30852,PASS,ok
coupled.mtx,98523,6.90938,0.0472327,4.17181,44.5995,PASS,ok
co5.mtx,57993,8.94787,0.0437948,2.6484,28.0662,PASS,ok
sctap1-2c_A_1.mtx,1678,13.5667,0.0106895,0.313953,3.443,PASS,ok
lp_scsd6.mtx,4316,14.2678,0.0164742,0.52397,5.34701,PASS,ok
rdb200l.mtx,1120,5.95638,0.0102327,0.218907,2.424,PASS,ok
gre_1107.mtx,5664,8.92038,0.013213,0.857338,9.57906,PASS,ok
xingo3012_C.mtx,10,2.01245,0.00608909,0.00328456,0.037444,PASS,ok
lp_stocfor1.mtx,501,2.47907,0.0106908,0.0937253,1.06895,PASS,ok
model6.mtx,27628,2.29859,0.0153176,3.60735,37.7158,PASS,ok
c-22.mtx,28872,3.05389,0.0122988,4.69507,50.6509,PASS,ok
c-33.mtx,56123,1.88717,0.0143676,7.81245,83.4008,PASS,ok
t2d_q4_A_11.mtx,87025,5.60989,0.013707,12.6979,135.56,PASS,ok
hangGlider_2.mtx,14754,2.21878,0.01615,1.82712,19.4952,PASS,ok
kineticBatchReactor_7.mtx,84508,4.04454,0.0177915,9.49982,100.373,PASS,ok
494_bus.mtx,1666,2.45709,0.00986954,0.337605,3.97709,PASS,ok
LeGresley_2508.mtx,16727,2.96413,0.0129604,2.58126,28.135,PASS,ok
bips98_606_C.mtx,20,16.4471,0.0151018,0.0026487,0.0299303,PASS,ok
rdb2048_noL.mtx,12032,2.63718,0.0111073,2.16651,23.8781,PASS,ok
kleemin_A_1.mtx,9,3.02602,0.0068545,0.00262601,0.0320957,PASS,ok
dynamicSoaringProblem_4.mtx,36516,2.88218,0.0137855,5.29774,55.7554,PASS,ok
freeFlyingRobot_14.mtx,43298,6.29629,0.0408499,2.11986,22.9489,PASS,ok
freeFlyingRobot_7.mtx,31046,2.51437,0.0132929,4.67106,50.2478,PASS,ok
reorientation_5.mtx,35590,3.39734,0.0199043,3.57612,37.5122,PASS,ok
spaceStation_12.mtx,19728,2.424,0.0155094,2.544,26.5312,PASS,ok
spaceStation_7.mtx,18252,2.81738,0.0156812,2.32788,24.1468,PASS,ok
tumorAntiAngiogenesis_8.mtx,4776,2.30845,0.0191141,0.499735,5.30519,PASS,ok
lpi_qual.mtx,1646,2.15088,0.0161251,0.204154,2.28216,PASS,ok
scrs8-2r_A_10.mtx,58439,13.1838,0.0351235,3.32763,38.1839,PASS,ok
ww_vref_6405.mtx,48737,2.92614,0.0111222,8.76393,101.937,PASS,ok
lp_fit2d.mtx,129042,11.3318,0.0264944,9.74108,97.4222,PASS,ok
mesh1em6.mtx,306,3.02637,0.0126701,0.0483025,0.528802,PASS,ok
tols90.mtx,1746,5.58266,0.0159502,0.218932,2.25728,PASS,ok
bayer10.mtx,94926,12.2279,0.0125434,15.1356,164.21,PASS,ok
fs_541_2.mtx,4285,2.97235,0.0183723,0.466463,5.0182,PASS,ok
orsirr_2.mtx,5970,12.3714,0.0120604,0.990016,10.782,PASS,ok
west0655.mtx,2854,2.37414,0.0115756,0.493108,5.61045,PASS,ok
rkat7_mat5.mtx,38114,1.9208,0.0243737,3.12747,31.6166,PASS,ok
lp_wood1p.mtx,70216,8.53174,0.0260337,5.39423,54.055,PASS,ok
plddb_A_12.mtx,10837,3.2993,0.0108148,2.00411,23.4469,PASS,ok
rajat14.mtx,1503,2.45168,0.0127762,0.235281,2.52219,PASS,ok
extr1b_A_26.mtx,11405,3.65981,0.0113489,2.00989,23.098,PASS,ok
hydr1c_A_48.mtx,23517,2.37632,0.0107574,4.37224,49.6439,PASS,ok
bcsstm19.mtx,817,2.13238,0.0112761,0.144908,2.31888,PASS,ok
add20.mtx,17319,3.72448,0.0152618,2.26959,24.5793,PASS,ok
large_A_04.mtx,19717,7.55302,0.0200963,1.96225,22.1306,PASS,ok
small_A_16.mtx,3243,14.311,0.0320858,0.202145,2.27702,PASS,ok
M20PI_n1_E.mtx,1028,15.6812,0.0206483,0.0995726,1.59335,PASS,ok
S20PI_n1_E.mtx,1028,4.18214,0.0132678,0.154962,2.47969,PASS,ok
extr1b_A_41.mtx,9053,16.1083,0.0144977,1.24889,14.8365,PASS,ok
bcsstk34.mtx,21418,3.6817,0.0378996,1.13025,11.4888,PASS,ok
coater1.mtx,19457,2.39328,0.0153047,2.54262,26.4834,PASS,ok
s3rmt3m1.mtx,219521,21.7995,0.0408679,10.743,109.041,PASS,ok
cavity07.mtx,32747,2.34422,0.0171553,3.81771,39.0042,PASS,ok
cavity15.mtx,76367,3.90074,0.0203835,7.49304,76.4595,PASS,ok
cavity23.mtx,138187,3.21674,0.020986,13.1694,134.303,PASS,ok
ex15.mtx,98671,2.46086,0.0143524,13.7497,143.239,PASS,ok
ex25.mtx,24612,11.6833,0.0494732,0.994964,10.1554,PASS,ok
ex6.mtx,49533,40.4298,0.0520885,1.90188,19.3992,PASS,ok
Goodwin_013.mtx,56069,3.47389,0.0188194,5.95865,60.8397,PASS,ok
meg4.mtx,46842,2.96576,0.031186,3.00404,32.2954,PASS,ok
bcsstk13.mtx,83883,2.16035,0.0207863,8.071,81.8665,PASS,ok
bcsstk26.mtx,30336,2.92413,0.0156051,3.88795,40.3578,PASS,ok
lnsp_511.mtx,2796,2.22896,0.0115274,0.485107,5.38337,PASS,ok
steam1.mtx,3762,42.6571,0.0155202,0.484787,5.03369,PASS,ok
nasa1824.mtx,39208,4.69178,0.025875,3.03057,31.1517,PASS,ok
fpga_dcop_05.mtx,5852,9.32147,0.0443678,0.263795,2.96801,PASS,ok
fpga_dcop_13.mtx,5892,2.75053,0.00915062,1.28778,14.4781,PASS,ok
fpga_dcop_21.mtx,5892,1.96733,0.00974022,1.20983,13.6017,PASS,ok
fpga_dcop_29.mtx,5892,3.2593,0.0168271,0.700299,7.87325,PASS,ok
fpga_dcop_37.mtx,5892,2.15206,0.00936298,1.25857,14.1498,PASS,ok
fpga_dcop_45.mtx,5892,18.1859,0.0185647,0.634754,7.13635,PASS,ok
fpga_trans_02.mtx,7382,4.54234,0.0155251,0.950979,10.453,PASS,ok
comsol.mtx,97645,2.75213,0.0330018,5.91755,59.7211,PASS,ok
adder_dcop_23.mtx,11246,3.84454,0.0266227,0.844843,9.26578,PASS,ok
adder_dcop_31.mtx,11246,1.96006,0.017407,1.29212,14.1713,PASS,ok
adder_dcop_39.mtx,11246,2.38813,0.0143436,1.56809,17.198,PASS,ok
oscil_dcop_01.mtx,1544,3.52662,0.0100352,0.307717,3.59176,PASS,ok
oscil_dcop_09.mtx,1544,2.25472,0.00998611,0.309229,3.60941,PASS,ok
oscil_dcop_17.mtx,1544,3.3824,0.0212449,0.145353,1.6966,PASS,ok
oscil_dcop_25.mtx,1544,4.13235,0.014542,0.21235,2.47861,PASS,ok
oscil_dcop_33.mtx,1544,19.8145,0.00993843,0.310713,3.62673,PASS,ok
oscil_dcop_41.mtx,1544,2.27338,0.0113909,0.271093,3.16427,PASS,ok
oscil_dcop_49.mtx,1544,20.6628,0.0113988,0.270906,3.16209,PASS,ok
oscil_dcop_57.mtx,1544,14.1592,0.0198292,0.15573,1.81772,PASS,ok
